DISTRITO;PROVINCIA;ZONA;NOMBRE DE LA INSTITUCIÓN;SOSTENIMIENTO;MATRÍCULA EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);PENSIÓN EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);MATRÍCULA EDUCACIÓN INICIAL;PENSIÓN EDUCACIÓN INICIAL;MATRÍCULA EDUCACIÓN BASICA;PENSIÓN EDUCACIÓN BASICA;MATRÍCULA EDUCACIÓN BASICA SUPERIOR;PENSIÓN EDUCACIÓN BASICA SUPERIOR;MATRÍCULA BACHILLERATO;PENSIÓN BACHILLERATO;ESTADO;TELEFONO;SECTOR;DIRECCION;"TERAPIA DE LENGUAJE 
NOMBRE DE CONTACTO";"TERAPIA DE LENGUAJE 
CARGO CONTACTO";"TERAPIA DE LENGUAJE 
EMAIL";"TERAPIA DE LENGUAJE
PROCESO REALIZADO";"TERAPIA DE LENGUAJE
RESPONSABLE";"TERAPIA DE LENGUAJE
FECHA DE CONTACTO";"TL
GENERAL OBSERVACIONES";"TL
FECHA PROXIMO CONTACTO";"PSICOLOGIA
NOMBRE DE CONTACTO";"PSICOLOGIA
CARGO CONTACTO";"PSICOLOGIA
EMAIL";"PSICOLOGIA
PROCESO REALIZADO";"PSICOLOGIA
RESPONSABLE";"PSICOLOGIA
OBSERVACIÓN";"P
GENERAL OBSERVACIONES";"P
FECHA PROXIMO CONTACTO";"VYA
NOMBRE DE CONTACTO";"VYA
CARGO CONTACTO";"VYA
EMAIL";"VYA
PROCESO REALIZADO";"VYA
RESPONSABLE";"VYA
OBSERVACIÓN";"VYA
GENERAL OBSERVACIONES";"VYA
FECHA PROXIMO
 CONTACTO"
17D11;"SIERRA -
 AMAZONIA";2;"UNIDAD EDUCATIVA COMADANTE
 LIZARDO ALFONSO VILLAMARIN";PARTICULAR;;;;;30,78;49,25;30,78;49,25;30,78;49,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;SEMIONOVYCH;PARTICULAR;;;63,55;101,67;63,55;101,67;63,55;101,67;;;CONTACTADO;02286-0881 / 0983441061;VALLE DE LOS CHILLOS;;LIC GABRIELA TRUJILLO;DECE;dece@sevy.edu.ec;LLAMADA A DECE;PAMELA;14/03/2023;NO CONTESTA, HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;MASLOW;PARTICULAR;;;111,92;179,07;50,69;81,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"ACADEMIA AERONAUTICA MAYOR
 PEDRO TRAVERSARI 2";PARTICULAR;;;88,71;141,93;88,71;141,93;88,71;141,93;;;SEGUIMIENTO;0983926241 / 2330267;VALLE DE LOS CHILLOS;;Mg. Gladys Hidalgo;;aampetra2@hotmail.com;"CITA AGENDADA
nuevo correo enviado";PAMELA;13/03/2025;No sabe de que le hablo, envío nuevamente correo;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;FEDERICO FROEBEL;PARTICULAR;;;67,71;108,34;71,92;115,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;FEDERICO FROEBEL;PARTICULAR;;;67,48;107,96;71,69;114,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;PLAZA SESAMO DEL VALLE;PARTICULAR;137,70;183,60;114,75;183,60;114,75;183,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;CENTRO INFANTIL REFUGIO DEL SOL;PARTICULAR;87,50;140,00;87,50;140,00;;;;;;;RECHAZADO TL;098 731 6551;VALLE DE LOS CHILLOS;;;;;NO DESEAN  TL;PAMELA;03/02/2025;OFRECER OTROS SERVICIOS;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;TERRY JIM;PARTICULAR;78,38;104,50;59,38;95,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"CENTRO DE DESARROLLO INFANTIL
 ABEJITA SABIA";PARTICULAR;66,00;88,00;34,38;55,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"COLEGIO PARTICULAR A DISTANCIA
 PCEI CECOMSYS";PARTICULAR;;;;;;;26,25;42,00;26,25;42,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"CENTRO DE DESARROLLO INFANTIL
 ALIANZA SOCIAL";PARTICULAR;44,67;71,47;44,67;71,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;ECO JOSE MONCADA SANCHEZ;PARTICULAR;;;;;;;25,00;40,00;25,00;40,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;GUTENBERG KINDERGARTEN;PARTICULAR;278,86;446,18;278,86;446,18;;;;;;;CONVENIO;02 2866 059 / 098 716 7222;VALLE DE LOS CHILLOS;;PSC. SILVANA OJEDA;;silvanaojeda@gsp.edu.ec;YA TIENE CONVENIO;PAMELA;27/01/2025;LLAMAR PARA OFRECER OTRAS CAMPAÑAS;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"COLEGIO TECNICO PARTICULAR PCEI
 SIGLO XXI";PARTICULAR;;;;;;;29,70;47,52;29,70;47,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"CENTRO DE DESARROLLO INFANTIL
 SAN JOSE CAPELO";PARTICULAR;65,62;105,00;65,62;105,00;65,62;105,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;"CENTRO DE DESARROLLO INFANTIL
 BILINGUE DANIEL GOLEMAN";PARTICULAR;;;96,25;154,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D11;"SIERRA -
 AMAZONIA";2;CENTRO INFANTIL SWEET STEPS;PARTICULAR;93,75;125,00;78,12;125,00;;;;;;;SEGUIMIENTO;098 725 6404  (02) 233-9778;VALLE DE LOS CHILLOS;;Alexandra Torres;DIRECTORA ;;DEVOLVER LLAMADA;;22/02/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;2;CENTRO DE DESARROLLO INFANTIL KIDDIELAND;;;;;;;;;;;;SEGUIMIENTO;098 385 1265;VALLE DE LOS CHILLOS;;DIANA TORRES;DIRECTORA;;CITA AGENDADA;PAMELA;03/02/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;2;GUARDERÍA Y ESCUELA DE EDUCACIÓN BÁSICA LA CARACOLA ;;;;;;;;;;;;CONVENIO;096 915 8346;VALLE DE LOS CHILLOS;;;;;;JAIME;;REALIZAR SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;2;CENTRO DE DESARROLLO INFANTIL MI CASITA DE CHOCOLATE;;;;;;;;;;;;CONTACTADO;(02) 285-0600;VALLE DE LOS CHILLOS;Urbanización Filanbanco, Calle Cañar S21-120 Capelo, Quito;Daniel Erazo;Administrador;cdimicasitadechocolate.edu.ec;SE ENVIA INFORMACION POR WHATSAPP;SOFIA;22/01/2025;REALIZAR SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;EMDI SCHOOL;;;;;;;;;;;;SEGUIMIENTO;"(02) 278 8652
099 849 8899
098 907 8825";VALLE DE LOS CHILLOS;;KARLA CHECA;;rectorado@emdischool.edu.ec, kcheca@emdischool.edu;NUEVO CORREO ENVIADO;PAMELA;17/03/2025;KARLA CHECA REMITIRÁ A OTRO DEPARTAMENTO LLAMDA REALIZADA 17/03/2025;21/03/2025;;;;;;;;;;;;;;;;
;;;Centro Infantil Gym Kids - Valle de los Chillos;;;;;;;;;;;;CONTACTADO;099 913 8273;VALLE DE LOS CHILLOS;;;;;CORREO ENVIADO;PAMELA;03/02/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;MINI MOZART;;;;;;;;;;;;CONTACTADO;989016038;VALLE DE LOS CHILLOS;;;;;ENVIO INFO WHATSAPP;PAMELA;12/02/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;EXPLORERS KINDERGARTEN;;;;;;;;;;;;CONTACTADO;962324877;VALLE DE LOS CHILLOS;;;;;ENVIO INFO WHATSAPP;PAMELA;13/03/2025;NO CONTESTA 13/03/2025;;;;;;;;;;;;;;;;;
;;2;CDI MAGIC KINGDOM;;;;;;;;;;;;CONTACTADO;0992 718 448;VALLE DE LOS CHILLOS;Ismael Solis E9-199 y Charles Darwin;Karla Palacios;Coordinadora;;ENVIO INFO WHATSAPP;SOFIA;12/03/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;MY GOLDEN WORLD;;;;;;;;;;;;N/A;987446497 / 022863728;VALLE DE LOS CHILLOS;;;;;NO CONTESTA;PAMELA;12/02/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
17D09;;9;CENTRO INFANTIL CRISTO DE MIRAVALLE;PARTICULAR;;;;;;;;;;;SEGUIMIENTO;(02) 356-6286 / 0993639692;CUMBAYÁ;San Juan bajo, calle General Eloy Alfaro s/n o línea férrea, Cumbayá, Quito, Ecuador; Elizabeth Reascos;Directora;;NO TIENE PRESUPUESTO PARA LAS TERAPIAS;PAMELA;27/03/2025;LLAMAR PARA DETERMINAR FECHAS DE CAMPAÑA SALUD VISUAL Y AUDITIVA;31/03/2025;;;;;;;;;;;;;;;;
;;;CENTRO INFANTIL REGGIO EMILIA;PARTICULAR;;;;;;;;;;;SEGUIMIENTO;096 275 3751;VALLE DE LOS CHILLOS;Nela Martinez y Ramón Maldonado N12-129, Puente 3;Gabriela Topanta;;;CITA AGENDADA;PAMELA;20/03/2025;VOLVER A LLAMAR PARA AVERIGUAR SOBRE CONVENIO;31/03/2025;;;;;;;;;;;;;;;;
;;;CDI DISNEY HOUSE;PARTICULAR;;;;;;;;;;;N/A;(02) 352-6094, 099 569 2026;VALLE DE LOS CHILLOS;MGFR+8VW, y, Viñedos & Los Almendros, Quito;;;;;SOFIA;;NO CONTESTA;;;;;;;;;;;;;;;;;
;;;LA  CIGUEÑA CCENTRO DE DESARROLLO INFANTIL;PARTICULAR;;;;;;;;;;;N/A;099 869 0662;VALLE DE LOS CHILLOS;CAPELO Mariana de Jesús 102 y Ana de Alfaro, Quito, Ecuador;Norma Hidalgo;Directora;;CITA AGENDADA;SOFIA;25/03/2025;CITA 10H00;01/04/2025;;;;;;;;;;;;;;;;
;;;CDI WALDORF STEINER;PARTICULAR;;;;;;;;;;;CONTACTADO;096 415 5929;VALLE DE LOS CHILLOS;Leopoldo mercado y atuntaqui, Sangolquí, Ecuador;Jorge Orbea;;;ENVIO POR WHATSAPP;SOFIA;25/03/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;JUNIOR SCHOOL EC;PARTICULAR;;;;;;;;;;;CONTACTADO;0987 543 477;VALLE DE LOS CHILLOS;S2 Carlos Polit E18c Manuel Orozco, Quito, Ecuador;Katerin Villamarin;;;;SOFIA;25/03/2025;NO TIENE ALUMNOS - INST. NUEVA;;;;;;;;;;;;;;;;;
;;;CDI GONZU KIDS;PARTICULAR;;;;;;;;;;;CONTACTADO;099 838 4638;VALLE DE LOS CHILLOS;Jardin Del Valle, 170145, Quito;;;gonzukids@gmail.com;;SOFIA;25/03/2025;VOLVER A LLAMAR OCUPADA;;;;;;;;;;;;;;;;;
;;;NOVA VALLEY;PARTICULAR;;;;;;;;;;;CONTACTADO;099 271 9863;CUMBAYÁ;Joaquín Lalama OE1-4 y Francisco Fraga, Tanda - Miravalle, Quito, Ecuad;Gissela Betancourt;;nova.valley.ec@gmail.com;CORREO ENVIADO;SOFIA;24/03/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;KIDSRUS - ECUADOR;PARTICULAR;;;;;;;;;;;CONTACTADO;0987 296617;CUMBAYÁ;Pasaje Velasco Ibarra y, C. S3C, Quito 170901;Fernanda Zambrano;;info@kidsrusecuador.com;ENVIO POR WHATSAPP;SOFIA;18/03/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
;;;CENTRO INFANTIL RIZOMA;PARTICULAR;;;;;;;;;;;CONTACTADO;098660 8159;VALLE DE LOS CHILLOS;Josefina Barba y Manuela Espejo, Capelo;Carolina Sanchez;;;ENVIO POR WHATSAPP;SOFIA;25/03/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;SUR KID DAYCARE;PARTICULAR;;;;;;;;;;;N/A;0983 302322;CUMBAYÁ;Cumbaya, Via a Pillagua, frente al Estadio de Santa Ines, Quito, Ecuador;;;;;SOFIA;24/03/2025;NO CONTESTA;;;;;;;;;;;;;;;;;
;;;KIDDY NEST;PARTICULAR;;;;;;;;;;;N/A;099 290 1268;CUMBAYÁ;Elisa Mariño, Quito 170901, San Juan de Cumbayá;;;;;SOFIA;24/03/2025;NO CONTESTA;;;;;;;;;;;;;;;;;
;;;PROJECT KIDS CUMBAYÁ;PARTICULAR;;;;;;;;;;;CONTACTADO;099 252 2603;CUMBAYÁ;Miguel Ángel E7- 169 y, Calle Bramante, Quito;Ximena Burbano;;xiburbano@gmail.com;CORREO ENVIADO;SOFIA;24/03/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;MI PEQUEÑO MUNDO ATELIER;PARTICULAR;;;;;;;;;;;CONTACTADO;098 702 6968;CUMBAYÁ;Barbara Esparza, Quito 170157, a espaldas del Colegio Menor;Carolina Andrade;;mipequenomundoatelier@gmail.com;ENVIO POR WHATSAPP;SOFIA;24/03/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;CENTRO DE ESTIMULACIÓN TEMPRANA TITARÚ;PARTICULAR;;;;;;;;;;;CONTACTADO;023 550 085 / 0963 513 753;CUMBAYÁ;Leonardo DaVinci, y S6-128, Quito 170904;María Cristina Paredes;;;ENVIO PR WHATSAPP;SOFIA;24/03/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
;;;MANOS ABIERTAS PASITOS FIRMES;PARTICULAR;;;;;;;;;;;N/A;(02) 341-3197;CUMBAYÁ;Calle H Oe 9 230 y 3era transversal, Quito, Ecuador;;;;;SOFIA;24/03/2025;NO CONTESTA;;;;;;;;;;;;;;;;;
;;;CENTRO DE DESARROLLO INTEGRAL;PARTICULAR;;;;;;;;;;;CONTACTADO;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CENTRO DE DESARROLLO INFANTIL SAN SEBASTIAN;;;;;;;;;;;;N/A;099 260 2295;TUMBACO;Tumbaco, La Providencia, Calle José Grau y Rosa Zárate, Quito, Ecuador;;;cdisansebastian@yahoo.com;;SOFIA;26/03/2025;NO CONTESTA;;;;;;;;;;;;;;;;;
;;;COLEGIO ANAN;PARTICULAR;;;;;;;;;;;CONTACTADO;;;;;;rectorado@ueanan.edu.ec;SE ENVIO EMAIL A ;EMIRO;01/04/2025;REALIZAR SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
;;;UE FRAU KLIER;PARTICULAR;;;;;;;;;;;;;;;;;;SE CONTACTO ENVIO EMAIL CON NUEVA PRESENTACION;EMIRO;01/04/2025;REALIZAR SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
;;;ROCOTIN;;;;;;;;;;;;;;;;;;;;EMIRO;;;;;;;;;;;;;;;;;EMIRO;PRESENTACION JORNADA AUDIOVISUAL;4/25/25
;;;CHARLES  DARWIN;;;;;;;;;;;;;;;;;;;;EMIRO;;;;;;;;;;;;;;;;;EMIRO;PRESENTACION JORNADA AUDIOVISUAL;25/04/2025
;;;"UE EXPERIMENTAL LA DOLOROSA
";;;;;;;;;;;;;;;;;;;;EMIRO;;;;;;;;;;;;;;;;;EMIRO;PRESENTACION JORNADA AUDIOVISUAL;25/04/2025
;;;UE PARTICULAR LA PRESENTACION;;;;;;;;;;;;;;;;;;;;EMIRO;;;;;;;;;;;;;;;;;EMIRO;PRESENTACION JORNADA AUDIOVISUAL;25/04/2025
;;;ESCUELA HEREDIA BUSTAMANTE;;;;;;;;;;;;;;;;;;;;EMIRO;;;;;;;;;;;;;;;;;EMIRO;PRESENTACION JORNADA AUDIOVISUAL;25/04/2025
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D05;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR PCEI SANTA CRUZ;PARTICULAR;;;000;000;0;0;20;23;20;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""MISAEL ACOSTA SOLIS""";PARTICULAR;;;000;000;24,11;38,58;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;CENTRO DE EDUCACION INICIAL GLOBITOS DE COLORES;PARTICULAR;;;071;114;0;0;0;0;0;0;CONTACTADO;04 2446669 / 099 941 4032;;Camilo Destruge 305 entre Eloy Alfaro y, Av. 9 S-E - Chile, Guayaquil;MÁRIA DEL CARMEN ARAUZ;DIRECTORA;globitodecolores2012@gmail.com;ENVIAR CORREO;SOFIA;09/04/2025;CONTACTAR EN UNA SEMANA ESTAN OCUPADOS CON EL PROCESOS DE MATRICULACIÓN;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “MI NUEVO MUNDO”;PARTICULAR;;;000;000;20,62;33;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA SINAI;PARTICULAR;;;000;000;24;38,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;UNIDAD EDUCATIVA HISPANOAMERICANO;PARTICULAR;;;000;000;0;0;57,4;91,84;57,4;91,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;UNIDAD EDUCATIVA MADRID;PARTICULAR;;;047;076;48,3;77,28;48,3;77,28;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA PARTICULAR N° 136 SANTO TOMAS DE AQUINO;PARTICULAR;;;038;061;37,94;60,71;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA RETACITOS;PARTICULAR;;;030;048;30,01;48,02;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ABDÓN CALDERÓN GARAICOA;PARTICULAR;;;038;061;37,92;60,66;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ALMIRANTE THOMAS CHARLES WRIGHT
 MONTGOMERY";PARTICULAR;;;000;000;0;0;46,59;74,55;46,59;74,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""ECUADOR""";PARTICULAR;;;000;000;6,75;10,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA PARTICULAR JESUS DEL GRAN PODER;PARTICULAR;;;023;037;23,12;36,99;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESTUDIO DE LA CIENCIA Y OBSERVATORIO DE LA VIDA;PARTICULAR;;;000;000;11,88;19;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR AMPARO ESPINOSA DE UNDA / KINDER Y POLLITOS;PARTICULAR;;;095;153;95,36;152,57;0;0;0;0;CONTACTADO;096 380 9182 / (04) 501-7368;;Av. 6 de Marzo 4506, entre General Tomás Wright y Francisco Segura, Guayaquil, Ecuador;MISS JULIETH;VICERRECTORA;;;SOFIA;22/04/2025;VOLVER A LLAMAR;29/05/2025;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA MONS. JUAN MARIA RIERA""";PARTICULAR;;;022;036;22,48;35,97;22,48;35,97;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;CENTRO DE EDUCACION INICIAL PLAZA DAÑIN;PARTICULAR;;;090;144;0;0;0;0;0;0;CONVENIO;;;;;;;;KARLA;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""LATINOAMERICANA""";PARTICULAR;;;113;181;112,88;180,61;112,88;180,61;0;0;CONTACTADO;0990 301 684;;Bastion Popular blq 1A Mz 587 S.2;Master. Shirley Parra;Coordinadora;latinoamericanachiquinotas@gmail.com;CORREO ENVIADO PROGRAMA NUEVO;SOFIA;07/04/2025;VOLVER ALLAMAR;28/04/2025;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR SIR FRANCISCO BACON;PARTICULAR;;;000;000;60,48;96,79;60,48;96,79;60,48;96,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA DE EDUCACION BASICA COMPLETA NUESTRA SEÑORA DEL SAGRADO
 CORAZON";PARTICULAR;;;032;052;36,86;58,97;36,86;58,97;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;U. E. PARTICULAR NUESTRA SEÑORA DEL QUINCHE;PARTICULAR;;;021;033;22,76;36,41;22,76;36,41;22,76;36,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""MERCEDES JIJON DE VIVANCO""";PARTICULAR;;;016;026;26,54;42,47;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA PATICULAR REY SALOMON;PARTICULAR;;;000;000;21,76;34,81;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACIÓN BASICA PARTICULAR “CARMEN ACEVEDO”;PARTICULAR;;;040;063;39,62;63,39;39,62;63,39;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR NICOLÁS ZAMBRANO ÁLVAREZ;PARTICULAR;;;040;060;40;60;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA PARTICULAR CARLITOS MORA PEÑAFIEL;PARTICULAR;;;016;025;15,54;24,86;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;EL SABER ES PODER;PARTICULAR;;;048;076;38,06;60,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA JULIO PEÑA BERMEO;PARTICULAR;;;023;036;22,56;36,12;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;CENTRO DE EDUCACIÓN INICIAL PARTICULAR MIS PRIMERAS CREACIONES;PARTICULAR;;;062;099;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA PARTICULAR CONSTELACION DEL SUR;PARTICULAR;;;043;069;43,34;69,34;49,65;79,44;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA BÁSICA ""LUZ ELISA BORJA""";PARTICULAR;;;022;035;30;48,54;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE ED. BASICA PARTICULAR ANTONIO NEUMANE;PARTICULAR;;;000;000;17,19;27,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""CIUDAD DE JERUSALEN""";PARTICULAR;;;019;030;19,06;30,49;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA COMPLETA NELA MARTINEZ ESPINOZA;PARTICULAR;;;000;000;26;41,6;26;41,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA PARTICULAR MONSEÑOR ROBERTO MARIA DEL POZO;PARTICULAR;;;034;054;33,69;53,9;33,69;53,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR ATENAS INTERNATIONAL SCHOOL;PARTICULAR;;;090;145;96,82;154,9;96,82;154,9;108,52;173,63;CONTACTADO;(04) 2442798 - 2581940 - 0982 211 999;;Ciudadela Naval Sur: Maracaibo 502 y San Salvador, frente al Barrio del Seguro;PSC GLORIA RAMIREZ ;DECE;dece@atenasschool.edu.ec;CORREO ENVIADO PROGRAMA NUEVO;SOFIA;14/04/2025;ESTÁ DE VACACIONES;29/04/2025;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;GABRIEL OLMEDO ARROBA ESPINOZA;PARTICULAR;;;013;020;12,7;20,35;12,7;20,35;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR JOSÉ DE VILLAMIL;PARTICULAR;;;019;031;19,39;31,02;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA ""LOS ALMENDROS""";PARTICULAR;;;084;134;95,29;152,46;0;0;0;0;CONTACTADO;098 234 4348 - 099 282 1234 - 04 4549360 - 04 3884093;;Cdla. Los Almendros Mz F Villa # 10, Guayaquil, Ecuador;Cecilia Roman;Directora;ceciliaroman@gmail.com;CORREO ENVIADO PROGRAMA NUEVO;SOFIA;07/04/2025;;LLAMAR EN JUNIO;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;"CENTRO DE EDUCACIÓN INICIAL PARTICULAR ""EMPRENDEDORES DEL FUTURO""";PARTICULAR;;;009;015;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR VIDA NUEVA;PARTICULAR;;;087;138;94,61;151,38;94,61;151,38;112,69;180,3;N/A;098 270 8965;;Arguelles #609 y General Wright, Guayaquil, Ecuador;;;;;SOFIA;;;;;;;;;;;;;;;;;;;
09D01;GUAYAS;8;ESCUELA DE EDUCACION BASICA PARTICULAR MIGUEL FEBRES CORDERO;PARTICULAR;;;017;027;15,23;24,38;15,19;24,31;17,17;27,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
